HeartRate,Temperature,SystolicBloodPressure,DiastolicBloodPressure
81,36.907,118,66
75,37.241,108,71
65,37.464,107,69
66,36.64,91,62
86,36.793,104,66
73,37.385,116,69
93,36.808,105,62
65,36.955,107,79
95,36.67,118,62
87,36.667,98,63
93,37.205,100,68
62,36.891,97,75
62,36.793,111,63
60,37.349,118,76
74,36.795,117,75
75,36.799,102,68
94,37.245,111,71
63,36.602,100,74
89,36.684,109,62
63,37.098,110,72
88,37.484,113,69
70,36.696,92,71
95,36.841,102,71
86,36.958,103,76
78,37.16,101,64
76,37.42,111,70
78,37.243,97,73
60,37.151,90,67
80,37.447,105,65
95,37.226,90,64
92,37.32,107,76
93,37.099,111,79
66,37.44,96,76
92,37.239,97,70
75,36.617,98,69
60,37.456,95,66
79,37.088,109,67
79,36.862,118,66
84,37.432,100,78
70,37.148,113,73
80,36.62,111,78
66,36.945,108,70
94,36.996,91,78
97,36.597,99,75
85,36.535,91,70
81,37.382,119,64
67,36.629,98,74
94,37.282,98,60
77,36.727,91,68
95,36.81,102,67
66,37.204,112,78
96,36.897,118,61
89,37.375,119,74
73,37.159,105,79
79,36.854,93,74
64,36.806,94,68
91,36.57,91,69
60,36.867,116,65
63,37.122,91,66
87,37.308,106,64
77,36.663,95,74
77,37.255,107,71
65,36.899,116,77
95,37.45,113,67
84,37.444,99,68
77,37.195,107,64
87,36.552,97,75
69,36.699,109,72
68,37.248,106,72
79,36.573,103,70
75,37.271,118,62
71,37.204,93,61
94,37.171,100,64
95,37.188,103,69
77,37.039,90,74
93,37.367,91,79
85,36.686,96,74
80,37.48,110,68
88,36.81,111,69
79,37.061,99,61
71,37.208,93,63
66,36.678,118,62
61,36.822,107,66
75,36.594,112,73
95,36.73,99,60
70,37.454,99,69
89,36.941,118,79
73,36.926,118,65
72,37.433,112,73
95,36.519,90,70
96,36.953,105,74
77,37.126,102,71
68,36.621,116,66
78,36.896,112,69
60,36.86,101,65
95,36.518,114,61
99,37.127,96,72
66,36.853,105,64
87,36.827,107,62
75,36.737,108,60
80,37.232,112,72
99,37.14,118,74
76,37.149,106,77
79,37.287,117,64
62,36.557,114,76
97,36.814,110,68
85,36.842,114,77
62,37.457,103,61
81,37.372,99,66
69,37.105,91,64
86,37.317,100,78
64,37.258,101,61
63,36.574,114,70
67,36.877,97,78
87,36.626,105,77
60,36.589,114,66
70,37.477,101,64
90,36.782,100,63
88,37.487,113,62
99,37.213,110,79
80,36.584,99,70
98,37.376,104,64
69,37.324,104,76
97,37.407,111,78
65,37.239,93,68
96,36.91,93,77
65,37.05,118,79
83,36.831,104,77
90,37.306,111,62
64,36.994,117,76
64,36.722,114,66
87,37.265,105,79
63,36.654,111,72
88,36.799,103,73
77,37.364,107,73
84,37.206,105,74
75,36.752,100,70
93,37.173,90,75
92,36.613,113,65
79,36.934,91,63
92,37.435,92,71
68,37.223,114,60
72,36.752,103,79
87,36.707,101,69
82,36.973,94,64
87,37.449,112,79
92,36.635,113,68
86,37.141,100,71
98,36.662,107,73
65,36.695,107,60
64,36.88,113,67
76,37.238,98,65
63,37.217,97,78
96,36.706,103,65
74,37.001,105,77
73,36.656,95,63
73,37.087,112,65
61,37.271,95,67
77,37.308,110,65
62,36.801,102,66
86,37.286,98,65
83,37.196,90,79
78,36.959,113,64
72,36.783,100,64
77,36.542,96,68
82,37.17,93,76
74,37.435,99,60
90,36.712,118,62
90,37.064,109,74
78,36.971,99,62
68,36.548,108,64
85,36.773,109,72
60,37.43,90,76
65,37.176,107,69
90,37.301,119,74
71,36.944,94,64
76,37.399,119,76
89,37.054,103,76
96,37.185,94,61
94,37.482,113,72
71,37.441,95,72
95,36.754,96,73
69,36.708,98,77
94,36.828,94,72
82,36.748,115,67
61,37.274,104,67
99,36.941,92,66
86,36.611,95,77
94,37.189,95,72
75,37.253,97,64
67,36.933,91,77
83,36.807,93,65
90,37.275,91,60
94,37.185,94,72
61,36.879,99,62
96,36.961,101,74
94,36.706,92,75
69,37.414,118,65
93,36.878,119,75
99,36.987,119,61
63,37.395,109,68
81,36.915,102,61
74,36.696,105,74
76,37.444,113,72
84,37.349,102,62
71,36.597,118,75
65,36.835,98,76
76,37,118,68
87,37.078,94,68
93,37.06,98,63
87,37.023,109,70
71,37.048,113,62
96,36.956,112,76
96,36.832,115,76
60,37.226,98,74
71,37.086,94,64
85,36.606,119,79
94,37.029,106,68
83,37.145,112,76
63,36.525,104,60
69,36.803,103,74
84,36.796,115,79
71,36.548,117,75
97,37.34,115,77
99,36.868,94,69
85,37.291,94,64
96,36.579,99,71
92,37.367,102,79
62,37.229,119,65
60,37.321,96,79
68,37.49,104,65
76,36.82,100,74
85,36.686,118,76
65,37.077,107,60
65,36.918,116,65
87,36.514,90,63
80,36.588,101,77
76,36.854,115,76
96,36.658,98,60
74,36.528,107,70
90,37.156,99,75
96,36.983,95,70
60,36.609,100,62
94,37.345,107,63
91,36.557,119,62
63,36.59,112,77
72,36.596,100,68
66,37.355,115,76
91,37.451,93,76
94,36.779,110,78
71,36.834,114,66
94,36.703,92,60
90,36.694,101,66
93,36.653,103,64
70,36.854,116,73
81,36.719,91,63
84,37.066,110,63
76,37.497,98,68
68,36.501,114,60
87,37.092,116,74
89,36.558,115,71
77,36.794,115,71
90,36.663,96,60
74,36.983,101,78
88,37.029,108,66
90,37.492,116,78
95,37.419,104,71
83,36.747,106,77
84,36.652,110,76
83,36.534,90,62
67,37.4,91,65
85,36.73,102,73
87,37.188,92,64
70,36.771,90,62
76,37.125,108,74
95,36.945,98,69
67,36.898,114,69
98,36.608,119,67
94,37.389,107,64
84,36.623,90,65
97,37.311,111,68
65,37.322,101,78
83,37.466,115,65
96,36.794,103,62
90,37.396,114,69
66,36.834,92,76
66,36.786,116,65
64,36.867,107,67
66,37.355,104,74
88,36.588,101,66
61,36.985,116,79
70,36.741,108,68
91,36.721,95,69
91,37.248,107,60
60,37.211,90,74
96,37.287,105,69
61,36.961,98,74
89,37.465,116,65
94,37.361,111,63
60,37.212,113,75
83,37.098,105,76
71,37.458,113,73
62,36.554,117,70
66,36.612,94,75
82,36.927,114,69
81,37.444,118,67
67,36.686,106,65
93,37.103,99,67
68,37.391,108,78
60,36.675,94,78
88,36.865,103,73
87,36.864,92,71
74,37.153,109,77
60,36.566,99,64
83,37.079,112,60
96,37.334,111,76
71,36.964,94,70
79,36.82,99,62
97,36.559,93,77
91,36.662,93,73
64,37.331,112,62
77,36.899,98,79
79,37.272,92,78
93,37.306,102,67
72,37.148,91,78
97,37.419,102,75
85,37.219,101,64
90,36.842,93,67
64,37.433,118,72
65,37.11,115,79
99,37.07,92,69
61,36.888,107,79
99,37.215,118,72
93,36.734,104,60
62,37.159,119,60
91,37.049,109,65
97,36.913,111,69
87,36.572,97,61
93,37.266,92,67
69,36.511,111,61
90,36.524,113,68
64,36.741,99,79
92,36.518,105,77
81,36.83,107,65
91,37.377,115,62
83,37.108,101,60
98,37.467,96,67
75,37.049,97,68
95,36.709,92,78
88,37.08,102,63
71,37.106,92,79
60,37.345,101,68
91,37.38,114,62
94,37.155,114,71
